#GENE SYNS
SLC24A1	CSNB1D,HsT17412,KIAA0702,NCKX,NCKX1,RODX
SLC24A2	NCKX2
SLC24A3	.
SLC24A4	NCKX4
SLC25A1	SLC20A3,CTP
SLC25A10	DIC
SLC25A11	SLC20A4,OGC
SLC25A12	Aralar
SLC25A13	CTLN2,ARALAR2,CITRIN
SLC25A14	BMCP1,UCP5
SLC25A15	ORNT1,D13S327,ORC1,D13S327,ORC1
SLC25A16	D10S105E,GDA,HGT.1,ML7
SLC25A17	PMP34
SLC25A18	.
SLC25A3	PHC
BRAP	BRAP2,IMP,RNF52
SLC25A4	PEO2,PEO3,T1,T1,T1
SLC25A5	ANT2,2F1,T2,T3
SLC25A6	ANT3,ANT3Y,ANT3Y,MGC17525,MGC17525
SLC26A1	EDM4,SAT-1
SLC26A2	DTD,DTDST
SLC27A1	ACSVL5,FATP,FATP1,FLJ00336,MGC71751
SLC27A2	FACVL1,ACSVL1,FATP2,hFACVL1,HsT17226,VLACS,VLCS
SLC27A3	ACSVL3,FATP3,MGC4365
SLC27A4	ACSVL4,FATP4
SLC27A5	ACSB,ACSVL6,FACVL3,FATP5,FLJ22987,VLACSR,VLCSH2,VLCS-H2
BRCA1	BRCC1,FANCS,PPP1R53,RNF53
SLC27A6	ACSVL2,FACVL2,FATP6,VLCS-H1
SLC28A1	CNT1
SLC28A2	CNT2,HCNT2,HsT17153,SPNT1
SLC29A1	ENT1
SLC29A2	ENT2,HNP36,DER12,DER12
SLC2A1	HTLVR,DYT18,DYT9,DYT18,DYT9,DYT18,DYT9,DYT18,DYT9
SLC2A2	GLUT2
SLC2A3	GLUT3
SLC2A4	GLUT4
BRCA2	FANCD1,BRCC2,FAD,FAD1,XRCC11,BRCC2,FAD,FAD1,XRCC11,BRCC2,FAD,FAD1,XRCC11
SLC2A5	GLUT5
SLC2A6	GLUT6,GLUT9,HSA011372
SLC30A1	ZNT1,ZRC1
SLC30A2	ZNT2
SLC30A3	ZNT3
SLC30A4	ZNT4
SLC31A1	COPT1,CTR1,hCTR1
SLC31A2	COPT2,CTR2,hCTR2
SLC32A1	VIAAT,bA122O1.1,VGAT
SLC34A1	SLC17A2,NAPI-3,NPTIIa,SLC11,NAPI-3,NPTIIa,SLC11
BRD1	BRL,BRPF2
SLC34A2	NAPI-3B
SLC35A1	CMPST,hCST
SLC35A2	UGALT,UGAT,UGT,UGT1,UGT2,UGTL
SLC35A3	.
SLC37A1	.
SLC3A1	ATR1,CSNU1,D2H,NBAT,RBAT
SLC3A2	MDU1,4F2,4F2HC,4T2HC,CD98,CD98HC,NACAE
SLC4A1	WD,CD233,FR,RTA1A,SW,WR,CD233,FR,RTA1A,SW,WR,CD233,FR,RTA1A,SW,WR,CD233,FR,RTA1A,SW,WR
SLC4A2	EPB3L1,BND3L,HKB3,NBND3,BND3L,HKB3,NBND3
SLC4A3	AE3,SLC2C
BRD2	BRD2-IT1,D6S113E,FSRG1,KIAA9001,NAT,RING3
SLC4A4	SLC4A5,hhNMC,HNBC1,NBC1,NBC2,pNBC
SLC4A7	SLC4A6,NBC3,SBC2
SLC4A8	NBC3
SLC4A9	AE4
SLC5A1	SGLT1,D22S675,NAGT
SLC5A2	SGLT2
SLC5A3	SMIT,SMIT1
SLC5A4	DJ90G24.4,SAAT1,SGLT3
BRD3	KIAA0043,ORFX,RING3L
SLC5A5	NIS
SLC5A6	SMVT
SLC6A1	GABATHG,GABATR,GAT1
SLC6A11	GAT3
SLC6A12	BGT-1
SLC6A13	GAT2
SLC6A14	.
SLC6A2	NET1,SLC6A5,NET,NET,NET
SLC6A3	DAT1,DAT
BRDT	BRD6,CT9
SLC6A4	OCD1,5-HTT,SERT1,5-HTT,SERT1
SLC6A5	NET1,GLYT2
SLC6A6	TAUT
SLC6A7	PROT
SLC6A8	CRTR,CT1
SLC6A9	GLYT1
SLC7A1	ERR,CAT-1,HCAT1,REC1L,CAT-1,HCAT1,REC1L
SLC7A10	asc-1
SLC7A11	xCT
BABAM2	BRE,BRCC4,BRCC45
SLC7A2	ATRC2,CAT-2,HCAT2
SLC7A3	ATRC3,CAT-3,FLJ14541
SLC7A4	CAT-4,HCAT3,VH
SLC7A5	CD98,D16S469E,E16,LAT1,MPE16
SLC7A6	KIAA0245,LAT-2,LAT3,y+LAT-2
SLC7A7	LPI,y+LAT-1
SLC7A8	LAT2,LPI-PC1
SLC7A9	CSNU3
SLC8A1	NCX1
SLC8A2	KIAA1087,NCX2
ZFP36L1	BRF1,Berg36,cMG1,ERF1,RNF162B,TIS11B
SLC8A3	NCX3
SLC9A1	APNH,NHE1,PPP1R143,PPP1R143
SLC9A2	NHE2
SLC9A3	NHE3
SLC9A3R1	EBP50,NHERF,NHERF1
SLC9A3R2	E3KARP,NHERF-2,SIP-1,TKA-1
SLC9A4	NHE4
SLC9A5	NHE5
SLC9A6	KIAA0267,NHE6
ZFP36L2	BRF2,ERF2,RNF162C,TIS11D
SLIT1	SLIL1,MEGF4,slit1,Slit-1,SLIT3
SLIT2	SLIL3,Slit-2
SLIT3	SLIL2,MEGF5,SLIT1,slit2,Slit-3
SLK	KIAA0204,se20-9,STK2
SLN	MGC12301,MGC125854,MGC125855
BRI3	.
SLPI	ALK1,ALP,BLPI,HUSI,HUSI-I,WAP4,WFDC4
SNAI2	SLUG,SLUGH,SLUGH1,SNAIL2
SMARCA1	SNF2L1,hSNF2L,ISWI,NURF140,SNF2LB,SWI,hSNF2L,ISWI,NURF140,SNF2LB,SWI
SMARCA2	SNF2L2,BAF190,BRM,hBRM,hSNF2a,SNF2,SNF2LA,Sth1p,SWI2
HLTF	SNF2L3,HIP116A,HLTF1,RNF80,HIP116A,HLTF1,RNF80
SMARCA4	SNF2L4,BAF190,BRG1,FLJ39786,hSNF2b,SNF2,SNF2-BETA,SNF2LB,SWI2
SMARCA5	hISWI,hSNF2H,ISWI
SMARCAL1	HARP,HHARP
SMARCB1	SNF5L1,BAF47,hSNFS,Ini1,PPP1R144,RDT,Sfh1p,SNF5,Snr1
SMARCC1	BAF155,CRACC1,Rsc8,SRG3
SMARCC2	BAF170,CRACC2,Rsc8
SMARCD1	BAF60A,CRACD1,Rsc6p
SMARCD2	BAF60B,CRACD2,PRO2451,Rsc6p
SMARCD3	BAF60C,CRACD3,Rsc6p
SMARCE1	BAF57
ARID1A	SMARCF1,B120,BAF250,BAF250a,C10rf4,P270,B120,BAF250,BAF250a,C10rf4,P270
SMC1A	SMC1L1,DXS423E,KIAA0178,SB1.8,Smcb
SMC1B	SMC1L2,bK268H5
KDM5C	SMCX,DXS1272E,XE169,DXS1272E,XE169,DXS1272E,XE169
KDM5D	JARID1D,SMCY,KIAA0234,KIAA0234,KIAA0234,KIAA0234
SMN1	SMA@,BCD541,GEMIN1,SMA1,SMA2,SMA3,SMNT,TDRD16A,BCD541,GEMIN1,SMA1,SMA2,SMA3,SMNT,TDRD16A
SMN2	BCD541,GEMIN1,SMNC,TDRD16B
SMO	SMOH,FZD11
NCAPH	BRRN1,CAP-H,hCAP-H
SMPD1	ASM
SMPD2	ISC1,nSMase
SMPX	DFN6,DFNX4
SMS	SRS,MRSR,SPMSY,SpS
SUMO3	SMT3H1,SMT3A
SUMO2	SMT3H2,SMT3B
SMTN	.
SIGLEC1	SN,CD169,dJ1009E24.1,FLJ00051,FLJ00055,FLJ00073,FLJ32150,sialoadhesin,SIGLEC-1
SNAI1	SLUGH2,SNA,SNAH,SNAIL,SNAIL1
BRS3	BB3,BB3R
SNAP23	HsT17016,SNAP23A,SNAP23B
SNAP25	SNAP,bA416N4.2,dJ1068F16.2,RIC4,RIC-4,SEC9,SNAP-25
SNAP29	CEDNIK,SNAP-29
SNAPC1	PTFgamma,SNAP43
SNAPC2	PTFdelta,SNAP45
SNAPC3	MGC132011,MGC33124,PTFbeta,SNAP50
SNAPC4	FLJ13451,PTFalpha,SNAP190
SNCA	PARK4,NACP,PD1,NACP,PD1
SNCAIP	SYPH1
SNCB	.
SNCG	BCSG1,persyn,SR
SIK1	SNF1LK,msk
FSCN1	SNL,FLJ38511,p55
SNN	.
SNRNP70	SNRP70,Snp1,U1-70K,Snp1,U1-70K,Snp1,U1-70K
SNRPA	Mud1,U1A,U1-A
SNRPA1	Lea1,U2A'
SNRPB	SNRPB1,COD,Sm-B/B',SmB/SmB',snRNP-B
SNRPB2	Msl1,U2B''
SNRPC	U1-C,Yhc1
SNRPD1	SNRPD,HsT2456,Sm-D1
SNRPD2	SNRPD1,Sm-D2
BSG	OK,CD147,EMMPRIN,EMPRIN
SNRPD3	SMD3,Sm-D3
SNRPE	Sm-E
SNRPF	Sm-F
SNRPG	Sm-G
SNRPN	PWCR,HCERN3,RT-LI,SM-D,SMN,SNRNP-N,SNURF-SNRPN
SNTA1	SNT1,LQT12,TACIP1
SNTB1	SNT2B1,59-DAP,A1B,BSYN2,SNT2,TIP-43
SNTB2	SNTL,EST25263,SNT3,EST25263,SNT3,EST25263,SNT3
BSN	ZNF231
SNURF	.
SNX1	HsT17379,MGC8664,SNX1A,Vps5
SNX2	.
SNX3	Grd19
SNX4	ATG24B
SOAT1	SOAT,STAT,ACAT,ACAT
SOAT2	ACAT2
SOD1	ALS,ALS1,IPOA,IPOA
BST1	CD157
SOD2	.
SOD3	EC-SOD
CAPN15	SOLH
SON	C21orf50,BASS1,DBP-5,FLJ21099,FLJ33914,KIAA1019,NREBP
SORD	.
SORL1	C11orf32,gp250,LR11,LRP9,SorLA,SorLA-1
SORT1	Gp95,NT3
SOS1	GINGF,GF1,HGF
SOS2	.
SOX1	.
BST2	CD317,tetherin
SOX10	DOM,WS2E,WS4
SOX11	.
SOX13	ICA12,MGC117216,Sox-13
SOX14	SOX28
SOX18	.
SOX2	.
SOX15	SOX20,SOX26,SOX27
SOX21	SOX25
SOX12	SOX22
SOX3	PHP
BTBD1	.
SOX4	.
SOX5	L-SOX5,MGC35153
SOX8	.
SOX9	CMD1,CMPD1,SRA1,SRA1
SP1	.
SP100	.
SP2	KIAA0048
SP3	SPR-2
SP4	HF1B,MGC130008,MGC130009,SPR-1
BTC	.
SPA17	CT22,SP17
SPAG1	CILD28,CT140,FLJ32920,HSD-3.8,SP75,TPIS
SPAG4	CT127,SUN4
SPAG6	CT141,pf16,Repro-SA-1
SPAG7	ACRP,FSA-1,MGC20134
SPAM1	HYAL5,PH-20,SPAG15
SPANXA1	SPANX,CT11.1,NAP-X,SPAN-Xa,SPAN-Xb
SPARC	ON
BTD	.
SPARCL1	MAST9
SPG11	KIAA1840,FLJ21439
KLF9	BTEB1
ATL1	SPG3A,AD-FSP,FSP1,AD-FSP,FSP1
SPAST	SPG4,ADPSP,FSP2,KIAA1083
SPG7	CMAR,CAR,SPG5C
SPHK1	SPHK
SPI1	OF,PU.1,SFPI1,SPI-1,SPI-A
SPIB	SPI-B
SPIN1	SPIN,TDRD24
SPINK1	PCTT,PSTI,Spink3,TATI
SPINK2	HUSI-II
SPINT1	HAI,MANSC2
SPINT2	HAI-2,Kop
SPINT3	HKIB9
SPN	CD43,GPL115,LSN
BTF3	NACB,BTF3a,BTF3b
SPO11	CT35,SPATA43,TOPVIA
SPOCK1	SPOCK,TIC1,testican-1,testican-1
SPON1	f-spondin,KIAA0762
SPON2	DIL1
SPOP	BTBD32,TEF2
SPP1	OPN,BSPI,ETA-1,BSPI,ETA-1
SPP2	SPP24
SPR	SDR38C1
SPRR1A	.
SPRR1B	SPRR1,GADD33
SPRR2A	.
SPRR2B	.
SPRR2D	.
SPRR2E	.
SPRR2F	.
SPRR2G	.
SPRR3	.
SPRY1	hSPRY1
SPRY2	hSPRY2
SPRY3	HSPRY3
SPTA1	EL2
SPTAN1	.
SPTB	.
SPTBN1	.
SPTBN2	SCA5
SPTLC1	HSN1,hLCB1,HSAN1,LCB1,SPTI
SPTLC2	hLCB2a,KIAA0526,LCB2,LCB2A
SQLE	.
SQSTM1	PDB3,A170,p60,p62,p62B,A170,p60,p62,p62B
SRA1	SRA,STRAA1
SRC	SRC1,ASV,c-src
SRD5A1	.
SRD5A2	.
SREBF1	bHLHd1,SREBP1,SREBP1a,SREBP-1c
SREBF2	bHLHd2,SREBP2
SRF	MCM1
SRI	.
SRL	SAR
SRM	SRML1,SPS1
SRMS	C20orf148,dJ697K14.1,PTK70,SRM
SRP14	ALURBP,MGC14326
BTG1	APRO2
SRP19	.
SRP54	.
SRP68	.
SRP72	.
SRP9	.
SRPK1	SFRSK1
SRPK2	SFRSK2
SRPRA	SRPR,Sralpha,SR-alpha,SRP-alpha
SRPX	ETX1
BTG2	APRO1,MGC126063,MGC126064,PC3,TIS21
SRY	TDF
TRIM21	SSA1,RNF81,Ro/SSA,RO52
TROVE2	SSA2,Ro60
SSB	La,La/SSB,LARP3
SSBP1	mtSSB,SSBP
SSFA2	CS-1,KIAA1927,KRAP,SPAG13
BTG3	ANA,ANA/BTG3,APRO4,tob55
ABI1	SSH3BP1,ABI-1,E3B1
SSNA1	N14,NA14
SSPN	KRAG,SPN1,SPN2
SSR1	TRAPA
SSR2	TLAP,TRAPB
SSR3	TRAPG
SSR4	TRAPD
SSRP1	FACT80
SSSCA1	p27
SST	SMST
BTK	IMD1,ATK,PSCTK1,XLA,ATK,PSCTK1,XLA
SSTR1	.
SSTR2	.
SSTR3	.
SSTR4	.
SSTR5	.
SSX1	CT5.1
SSX2	SSX,CT5.2a,HD21,HOM-MEL-40,MGC119055,MGC15364,MGC3884
SSX3	CT5.3
SSX4	CT5.4
SSX5	.
SS18	SSXT,SYT
ST13	FAM10A1,HIP,HSPABP1,P48,SNC6
ST14	PRSS14,HAI,MT-SP1,SNC19,TMPRSS14
RECK	ST15,hRECK
IL24	ST16,C49A,FISP,IL10B,IL-24,mda-7,Mob-5
BTN1A1	BTN,BT,BTN1
ST5	DENND2B,HTS1,p126
ST7	FAM4A1,ETS7q,FAM4A,HELG,RAY1,SEN4,TSG7
STAC	STAC1
STAG1	SA1,SA-1,SCC3A
STAG2	SA2,SA-2,SCC3B
STAG3	.
STAM	STAM1
STAM2	Hbp
STAR	StAR,STARD1
BTN2A1	BT2.1,BTF1,BTN2.1
STAT1	ISGF-3,STAT91
STAT2	STAT113
STAT3	APRF
STAT4	.
STAT5A	STAT5,MGF
STAT5B	.
STAT6	D12S1644,IL-4-STAT
STATH	STR
BTN2A2	BT2.2,BTF2,BTN2.2
STAU1	STAU,PPP1R150
STAU2	39K2
STC1	STC
STC2	STC-2
HSPA13	STCH
SULT1E1	STE,EST
STEAP1	STEAP,PRSS24
BTN3A1	BT3.1,BTF5,BTN3.1,CD277
STIM1	D11S4896E,GOK
STIP1	HOP,STI1
STK10	LOK,PRO2729
STK11	LKB1,PJS
BTN3A2	BTN3.2
AURKB	STK12,Aik2,AIM-1,ARK2,AurB,IPL1,PPP1R48,STK5
AURKC	STK13,ARK3,AurC
AURKA	STK6,AIK,ARK1,AurA,BTAK,PPP1R47,STK7,AIK,ARK1,AurA,BTAK,PPP1R47,STK7
STK16	MPSK,PKL12
STK17A	DRAK1
STK17B	DRAK2
PLK4	STK18,Sak
STK19	D6S60,G11,RP1
NEK4	STK2,NRK2,pp12301
BTN3A3	BTF3,BTN3.3
TSSK2	STK22B,FLJ38613,SPOGA2
SRPK3	STK23,MSSK1
STK24	MST3,MST-3,MST3B,STE20,STK3
STK25	SOK1,YSK1
BRSK2	C11orf7,STK29,PEN11B,PEN11B
STK3	KRS1,MST2
STK31	SgK396,TDRD8
STK4	KRS2,MST1,YSK3
CDKL5	STK9,CFAP247,EIEE2
BTNL2	BTL-II,BTN7,HSBLMHC1
CENPX	STRA13,CENP-X,FAAP10,MGC14480,CENP-X,FAAP10,MGC14480
STRN	PPP2R6A,STRN1
STS	ARSC1,ARSC
STUB1	CHIP,HSPABP2,NY-CO-7,SDCCAG7,UBOX1
STX10	hsyn10,SYN10
STX11	.
BTNL3	BTN9.1,BTNLR
STX12	STX13,STX14
STX16	hsyn16,SYN16
STX17	FLJ20651
STX1A	STX1,HPC-1,p35-1
STX3	STX3A
STX4	STX4A,p35-2
BTRC	betaTrCP,beta-TrCP1,bTrCP,bTrCP1,FBXW1A,Fwd1
STX5	STX5A,SED5
STX6	.
STX7	.
STX8	CARB
STXBP1	hUNC18,MUNC18-1,rbSec1,UNC18
STXBP2	Hunc18b,UNC18B
STXBP3	UNC-18C
STYX	.
SUCLA2	.
SUCLG1	.
SUCLG2	.
RIOK3	SUDD
SULT1A1	STP,STP1,P-PST,P-PST
SULT1A2	STP2,HAST4
SULT1A3	STM,TL-PST
SULT1C2	SULT1C1,ST1C1
SULT1C4	SULT1C2,SULT1C
SULT2A1	STD,DHEA-ST
SULT2B1	HSST2
SUOX	.
SUPT16H	CDC68,FACT,FACTP140,FLJ10857,FLJ14010,SPT16/CDC68
SUPT3H	SPT3,SPT3L
SUPT4H1	SUPT4H,Spt4,SPT4H,Supt4a
SUPT5H	FLJ34157,SPT5,SPT5H
SUPT6H	KIAA0162,SPT6H
SUPV3L1	SUV3
MED21	SURB7,SRB7
SURF1	.
SURF2	.
SURF4	ERV29,FLJ22993,MGC102753
MED22	SURF5,Med24,SRB6
SURF6	FLJ30322,RRP14
SUV39H1	SUV39H,KMT1A
BUB1	BUB1L,BUB1A,hBUB1
SVIL	.
VAMP7	SYBL1,TI-VAMP,VAMP-7
SYCP1	CT8,HOM-TES-14,SCP1
BUB1B	Bub1A,BUBR1,MAD3L,SSK1
SYCP2	SCP2
SYK	.
SYN1	.
SYN2	SYNII,SYNIIa,SYNIIb
SYN3	.
SYNGAP1	KIAA1938,RASA5,SYNGAP
SYNGR1	.
SYNGR2	.
ACLY	ACL,ATPCL,CLATP
SYNGR3	.
SYNGR4	.
SYNJ1	INPP5G,PARK20
SYNJ2	INPP5H
SYP	MRX96
SYPL1	SYPL
SYT1	SVP65,SYT,P65,P65
BUB3	BUB3L
SYT2	.
SYT3	.
SYT4	HsT1192,KIAA1342
SYT5	.
SYT7	PCANAP7,IPCA-7,MGC150517,SYT-VII
TBXT	T
TAC1	NKNA,TAC2,NPK,NPK
BVES	HBVES,POP1,POPDC1
TAC3	NKNB,NKB,ZNEUROK1
TACC1	.
TACC2	AZU-1
TACC3	ERIC1
TACR1	TAC1R,NK1R,NKIR,SPR
TACR2	TAC2R,NK2R,SKR,NK2R,SKR
TACR3	NK3,NK3R,NKR,TAC3R
EPCAM	TACSTD1,17-1A,323/A3,CD326,CO-17A,EGP-2,EGP34,EGP40,Ep-CAM,ESA,GA733-2,HEA125,KS1/4,KSA,Ly74,MH99,MK-1,MOC31,TACST-1,TROP1,17-1A,323/A3,CD326,CO-17A,EGP-2,EGP34,EGP40,Ep-CAM,ESA,GA733-2,HEA125,KS1/4,KSA,Ly74,MH99,MK-1,MOC31,TACST-1,TROP1,17-1A,323/A3,CD326,CO-17A,EGP-2,EGP34,EGP40,Ep-CAM,ESA,GA733-2,HEA125,KS1/4,KSA,Ly74,MH99,MK-1,MOC31,TACST-1,TROP1
TACSTD2	M1S1,EGP-1,GA733-1,TROP2
TADA2A	TADA2L,ADA2,ADA2A,hADA2
TAF1A	SL1,TAFI48
TAF1B	RAF1B,RAFI63,SL1,TAFI63
TAF1C	MGC:39976,SL1,TAFI110,TAFI95
TAF1	TAF2A,DYT3/TAF1,KAT4,NSCL2,TAFII250,DYT3/TAF1,KAT4,NSCL2,TAFII250,DYT3/TAF1,KAT4,NSCL2,TAFII250,DYT3/TAF1,KAT4,NSCL2,TAFII250,DYT3/TAF1,KAT4,NSCL2,TAFII250
TAF2	TAF2B,CIF150,TAFII150
TAF4	TAF4A,TAFII130,TAFII135,TAFII130,TAFII135,TAFII130,TAFII135
TAF4B	TAF2C2,TAFII105
TAF5	TAF2D,TAFII100
TAF6	TAF2E,MGC:8964,TAFII70,TAFII80,TAFII85
TAF7	TAF2F,TAFII55
TAF9	TAF2G,AD-004,CGI-137,MGC1603,MGC3647,MGC5067,TAFII31,TAFII32,TAFIID32
TAF10	TAF2A,TAF2H,TAFII30,TAFII30
TAF11	TAF2I,TAFII28
TAF12	TAF2J,TAFII20
TAF13	TAF2K,TAFII18
TAF15	TAF2N,hTAFII68,Npl3,RBP56
TAF7L	TAF2Q,CT40
BRF1	TAF3C,BRF,hBRF,TFIIIB90,BRF,hBRF,TFIIIB90,BRF,hBRF,TFIIIB90
TAGLN	DKFZp686P11128,SM22,SMCC,TAGLN1,WS3-10
TAGLN2	HA1756,KIAA0120
TAL1	TCL5,bHLHa17,SCL
TAL2	bHLHa19
TALDO1	.
TANK	TRAF2,I-TRAF
TAPBP	TAPA
TARBP1	TRM3,TRMT3,TRP-185
TARBP2	Trbp
BYSL	Enp1
TARDBP	ALS10,TDP-43
TARS	.
TAT	.
TAX1BP1	CALCOCO3,TXBP151
TAZ	EFE2,BTHS,G4.5,TAZ1,XAP-2,BTHS,G4.5,TAZ1,XAP-2,BTHS,G4.5,TAZ1,XAP-2
TBC1D1	KIAA1108,TBC,TBC1
TBCA	.
TSPO	BZRP,DBI,IBP,MBR,mDRC,PBR,pk18,PKBS
TBCC	CFC
TBCD	.
TBCE	KCS,KCS1,pac2,KCS1,pac2
SERPINA7	TBG
TBK1	NAK
TBL1X	TBL1,EBI
TBL2	DKFZP43N024,WBSCR13,WS-betaTRP
TBL3	SAZD,UTP13
TBP	GTF2D1,SCA17,TFIID,TFIID
TBPL1	STUD,TLF,TLP,TRF2
TBR1	.
TBX1	VCF,CATCH22
TBX10	TBX7,TBX13
TBX15	TBX14
TBX18	.
TBX19	dj747L4.1,TPIT
TBX2	.
TBX20	.
TBX21	T-bet,TBLYM
TWNK	IOSCA,FLJ21832,PEO,PEO1,TWINKLE,TWINL,FLJ21832,PEO,PEO1,TWINKLE,TWINL
TBX22	CLPA,CPX
TBX3	UMS,TBX3-ISO,XHL
TBX4	.
TBX5	HOS
TBX6	.
TBXA2R	.
TBXAS1	CYP5,CYP5A1,THAS,TS,TXAS,TXS
CEP55	C10orf3,CT111,FLJ10540
TCAP	LGMD2G,CMD1N,T-cap,TELE,telethonin
TCEA1	TCEA,SII,TF2S,TFIIS,SII,TF2S,TFIIS
TCEA2	TFIIS
TCEA3	TFIIS.H
TCEAL1	p21,P21,pp21,SIIR,WEX9
ELOC	TCEB1,SIII
ELOB	TCEB2,SIII
FRA10AC1	C10orf4
ELOA	TCEB3,SIII,TCEB3A
HNF1A	TCF1,HNF1,LFB1,HNF1,LFB1
TCF12	bHLHb20,HEB,HsT17266,HTF4,p64
TCF15	bHLHa40,EC2,PARAXIS
ZNF354A	TCF17,EZNF,HKL1,KID1,KID-1
TCF19	SC1
C11orf1	FLJ23499
HNF1B	TCF2,HNF1beta,LFB3,MODY5,VHNF1
TCF20	AR1,SPBP
TCF21	bHLHa23,POD1
TCF3	bHLHb21,E2A,E47,ITF1,MGC129647,MGC129648,p75,VDIR
TCF4	bHLHb19,E2-2,ITF2,SEF2-1B
TCF7	TCF-1
TMEM258	C11orf10
TCF7L1	TCF3
TCF7L2	TCF4,TCF-4
ZEB1	TCF8,AREB6,BZP,FECD6,NIL-2-A,ZEB,Zfhep,Zfhx1a,AREB6,BZP,FECD6,NIL-2-A,ZEB,Zfhep,Zfhx1a
VPS72	TCFL1,Swc2,YL1,YL-1
MLX	TCFL4,bHLHd13,MAD7,MXD7
TCFL5	bHLHe82,CHA,E2BP-1,Figlb
TCIRG1	a3,Atp6i,ATP6N1C,ATP6V0A3,OC116,OC-116,TIRC7
TCL1A	TCL1
TCL1B	TML1
DAGLA	C11orf11,DAGLALPHA,KIAA0659,NSDDR
TCN1	TC1,TCI
TCN2	D22S676,D22S750,TC2
TCOF1	TCS,treacle
TCP1	CCT1,Ccta,D6S230E
TCP10	.
TCP10L	PRED77
TCP11	D6S230E,FPPR,KIAA0229
RASSF7	C11orf13,HRAS1,HRC1
NRIP3	C11orf14
TMEM9B	C11orf15
C11orf16	.
TCTA	.
TCTE1	D6S46,DRC5,FAP155,MGC33600
DYNLT3	TCTE1L,TCTEX1L
TCTE3	TCTEX1D3
DYNLT1	TCTEL1
SERINC3	TDE1,AIGP1,DIFF33,SBBI99,TDE,TMS-1
ACO1	IREB1,IREBP,IRP1
AKIP1	C11orf17,BCA3
TDG	.
TDGF1	CR,CRIPTO,Cripto-1
TDO2	TDO,TPH2
ELP4	C11orf19,PAXNEB
TDRD1	CT41.1
TDRKH	TDRD2
TEAD1	AA,TCF13,TEF-1,TEF-1
TEAD2	ETF,TEF4,TEF-4
TEAD3	TEAD5,ETFR-1,TEF-5
TEAD4	TCF13L1,EFTR-2,RTEF-1,TEF-3,TEFR-1
TEC	PSCTK4
VPS51	C11orf3,ANG2,ANG3,FFR,ANG2,ANG3,FFR
TECTA	DFNA8,DFNB21
TECTB	.
TEF	KIAA1655
TMBIM6	TEGT,BAXI1,BI-1
TEK	VMCM,CD202b,TIE2,TIE-2,VMCM1
TEKT2	TEKTB1
TEP1	p240,TLP1,TP1,TROVE1,VAULT2
TERF1	TRBF1,PIN2,TRF,TRF1
TERF2	TRBF2,TRF2
PPP6R3	SAPS3,DKFZp781E17107,DKFZp781E2374,DKFZp781O2362,FLJ11058,FLJ43065,KIAA1558,MGC125711,MGC125712,PP6R3,SAP190,SAPL,SAPLa,DKFZp781E17107,DKFZp781E2374,DKFZp781O2362,FLJ11058,FLJ43065,KIAA1558,MGC125711,MGC125712,PP6R3,SAP190,SAPL,SAPLa
TERT	EST2,hEST2,TCS1,TP2,TRT
TESK1	.
TESK2	.
TEX11	TGC1,TSGA3
TEX12	.
TEX13A	.
TEX13B	TGC3B,TSGA5
TEX14	CT113
TEX15	CT42
C11orf24	DM4E3
TF	PRO1557,PRO2086
TFAM	TCF6,TCF6L2
TFAP2A	AP2TF,TFAP2,AP-2,AP-2
TFAP2B	AP2-B
TFAP2C	AP2-GAMMA,ERF1,hAP-2g,TFAP2G
TFAP4	AP-4,bHLHc41
TFCP2	CP2,LBP-1C,LSF,TFCP2C
TFDP1	DILC,DP1,Dp-1,DRTF1
TFDP2	Dp-2
TFE3	bHLHe33,TFEA
TFEB	bHLHe35,TCFEB
TFEC	bHLHe34,TCFEC,TFECL
TFF1	BCEI,D21S21,HP1.A,HPS2,pNR-2,pS2
TFF2	SML1
TFF3	HITF,ITF
TFG	FLJ36137,SPG57,TF6
MRPL49	C11orf4,L49mt,NOF,NOF1
TFPI	LACI,EPI,TFI,TFPI1
TFPI2	PP5,REF1,TFPI-2
TFR2	HFE3,TFRC2
TFRC	CD71,p90,TFR1
TG	AITD3,TGN
TGFA	.
TGFB1	TGFB,CED,TGFbeta,CED,TGFbeta
TGFB1I1	ARA55,Hic-5,HIC-5,TSC-5
TGFB2	.
TGFB3	ARVD,ARVD1
ZNHIT2	C11orf5,FON
TGFBI	LCD1,BIGH3,CDB1,CDGG1,BIGH3,CDB1,CDGG1,BIGH3,CDB1,CDGG1,BIGH3,CDB1,CDGG1
TGFBR1	MSSE,ACVRLK4,ALK5,ALK-5,TBRI,TBR-i,ACVRLK4,ALK5,ALK-5,TBRI,TBR-i
TGFBR2	MFS2,TBRII,TBR-ii
TGFBR3	betaglycan,BGCAN
TGIF1	HPE4,TGIF
TGM1	ICR2,LI,LI1,TGASE,TGK
TGM2	TGC
TGM3	TGE
TGM4	TGP
TGM5	TGMX,TGX
TH	DYT5b
THBD	CD141
THBS1	THBS,THBS-1,TSP,TSP1,TSP-1
THBS2	TSP2
THBS3	.
THBS4	.
TCHH	THH
THOP1	.
THPO	MGDF,MPLLG,TPO
THRA	THRA2,AR7,EAR-7.1/EAR-7.2,ERBA,NR1A1,THRA3,AR7,EAR-7.1/EAR-7.2,ERBA,NR1A1,THRA3,AR7,EAR-7.1/EAR-7.2,ERBA,NR1A1,THRA3
